payment_id,order_id,customer_id,amount,currency,txn_date,merchant_name,merchant_category,billing_descriptor,descriptor_matches_brand,card_network,card_country,customer_city,is_digital_goods,has_tracking,tracking_number,delivery_days,delivery_date,delivery_confirmed,days_since_delivery,contacted_support,support_contacts_count,past_disputes,past_disputes_won,refund_requested,refund_status,dispute_filed,dispute_type,dispute_date,dispute_reason_code,dispute_outcome
pay_92099223901286,order_153055280441,cust_75308,6128.42,INR,2026-08-07,FitGear Sports,sports,FITGEAR*SPORTS,True,RuPay,IN,Jaipur,False,True,DTDC-634047267,1,2026-08-08,True,15,False,0,0,0,False,none,False,none,,,
pay_42571445848515,order_877681000654,cust_17698,7923.55,INR,2026-08-18,BookNest Online,books,BKNEST*ONLINE,True,Visa,IN,Jaipur,False,False,,7,2026-08-25,False,26,True,1,0,0,False,none,False,none,,,
pay_28390585086266,order_222355555679,cust_30892,7854.38,INR,2026-08-02,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,RuPay,IN,Delhi,False,True,India Post-618268171,7,2026-08-09,True,39,True,3,0,0,True,pending,True,legitimate,2026-08-12,R04,won
pay_58488107848880,order_958259250541,cust_63843,3880.93,INR,2026-08-24,BookNest Online,books,BKNEST*ONLINE,True,UPI,IN,Indore,False,True,India Post-179189225,2,2026-08-26,True,43,False,0,0,0,False,none,False,none,,,
pay_16543015328413,order_799764532583,cust_24019,5800.04,INR,2026-08-24,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,RuPay,IN,Chennai,False,True,Delhivery-229649816,15,2026-09-08,True,12,True,3,0,0,False,none,True,late_delivery,2026-10-05,R07,lost
pay_97713276228337,order_536766840508,cust_23154,2722.09,INR,2026-08-19,FreshBasket Groceries,groceries,FRESHBSKT*GROC,False,Mastercard,IN,Nagpur,False,True,BlueDart-664735673,4,2026-08-23,False,16,True,2,0,0,False,none,False,none,,,
pay_69533766825970,order_713249868174,cust_31579,7229.2,INR,2026-08-13,BookNest Online,books,BKNEST*ONLINE,True,Mastercard,IN,Pune,False,False,,4,2026-08-17,False,29,False,0,0,0,False,none,False,none,,,
pay_63899107864655,order_267161100172,cust_85223,917.2,INR,2026-08-19,StyleHub Fashion,fashion,STYLHUB*FASHION,False,Visa,IN,Surat,False,True,Delhivery-895406424,5,2026-08-24,True,26,False,0,0,0,False,none,True,friendly_fraud,2026-09-11,13.1,won
pay_40738331910266,order_373855101806,cust_69634,3877.12,INR,2026-08-05,FitGear Sports,sports,FITGEAR*SPORTS,True,Visa,IN,Kochi,False,True,DTDC-546510829,6,2026-08-11,True,42,False,0,0,0,False,none,False,none,,,
pay_30919820178304,order_531067908666,cust_87337,19548.51,INR,2026-08-19,FitGear Sports,sports,FITGEAR*SPORTS,True,RuPay,US,Bhopal,False,False,,3,2026-08-22,False,10,False,0,0,0,False,none,True,cross_border,2026-09-14,R01,lost
pay_58697307589554,order_375216607657,cust_26912,6165.24,INR,2026-08-06,FitGear Sports,sports,FITGEAR*SPORTS,True,RuPay,IN,Pune,False,True,BlueDart-992699085,1,2026-08-07,True,45,False,0,0,0,False,none,False,none,,,
pay_26298068373637,order_587121341878,cust_59177,6357.6,INR,2026-08-21,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Mastercard,IN,Bhopal,False,True,India Post-769085879,1,2026-08-22,True,1,True,2,0,0,True,pending,True,legitimate,2026-08-26,4834,won
pay_39748840650462,order_913497602318,cust_39878,1277.37,INR,2026-08-10,StyleHub Fashion,fashion,STYLHUB*FASHION,True,RuPay,IN,Bangalore,False,True,Ecom Express-931109347,7,2026-08-17,True,10,False,0,0,0,False,none,True,friendly_fraud,2026-08-26,R07,lost
pay_27333424768826,order_901396117733,cust_37925,3576.23,INR,2026-08-06,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,RuPay,IN,Surat,False,True,Ecom Express-761506578,6,2026-08-12,True,8,False,0,0,0,False,none,False,none,,,
pay_50402034496010,order_808999160978,cust_49691,3592.89,INR,2026-08-16,FreshBasket Groceries,groceries,FRESHBSKT*GROC,False,Mastercard,IN,Indore,False,True,BlueDart-477895080,5,2026-08-21,False,23,False,0,0,0,False,none,False,none,,,
pay_95309219758656,order_455978468147,cust_16366,4289.41,INR,2026-08-01,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,UPI,IN,Jaipur,False,True,India Post-618544245,26,2026-08-27,True,13,True,6,0,0,False,none,True,late_delivery,2026-09-02,U05,won
pay_21545187800453,order_268654655654,cust_59207,4468.55,INR,2026-08-12,BookNest Online,books,BKNEST*ONLINE,True,Mastercard,IN,Pune,False,True,India Post-809391059,4,2026-08-16,True,45,False,0,0,0,False,none,False,none,,,
pay_85661109581467,order_285923423266,cust_63626,5258.9,INR,2026-08-17,BookNest Online,books,BKNEST*ONLINE,True,UPI,IN,Surat,False,True,Ecom Express-624737111,2,2026-08-19,True,17,True,2,0,0,False,none,False,none,,,
pay_59410804328537,order_812186961287,cust_50668,720.39,INR,2026-08-17,BookNest Online,books,BKNEST*ONLINE,True,Mastercard,IN,Kochi,False,True,DTDC-936571442,2,2026-08-19,False,12,False,0,0,0,False,none,False,none,,,
pay_56380759975774,order_466962963204,cust_74985,5794.83,INR,2026-08-08,StyleHub Fashion,fashion,STYLHUB*FASHION,True,Visa,IN,Lucknow,False,True,Ecom Express-214860711,2,2026-08-10,True,39,False,0,0,0,False,none,False,none,,,
pay_48274398154818,order_182607731203,cust_67014,2093.04,INR,2026-08-05,FitGear Sports,sports,FITGEAR*SPORTS,True,Visa,IN,Surat,False,True,Delhivery-413184748,3,2026-08-08,True,12,False,0,0,0,False,none,True,friendly_fraud,2026-08-21,13.1,lost
pay_47005712550440,order_789671467426,cust_31884,12870.08,INR,2026-08-17,BookNest Online,books,BKNEST*ONLINE,True,UPI,IN,Kolkata,False,True,DTDC-886983862,1,2026-08-18,True,15,False,0,0,0,False,none,True,friendly_fraud,2026-09-06,U05,won
pay_16815091987558,order_207571505778,cust_74843,6616.12,INR,2026-08-14,FitGear Sports,sports,FITGEAR*SPORTS,True,Mastercard,IN,Chennai,False,True,DTDC-462661837,5,2026-08-19,True,21,False,0,0,0,False,none,False,none,,,
pay_36820056568972,order_843106291386,cust_60242,7726.06,INR,2026-08-14,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,Mastercard,IN,Mumbai,True,False,,0,2026-08-14,False,0,True,3,0,0,True,denied,True,legitimate,2026-08-27,4855,won
pay_80271015332227,order_819624530104,cust_12125,5955.64,INR,2026-08-08,BookNest Online,books,BKNEST*ONLINE,True,Visa,IN,Chennai,False,True,India Post-721849977,6,2026-08-14,True,24,False,0,0,0,False,none,False,none,,,
pay_28445243993978,order_514882014361,cust_48770,1323.22,INR,2026-08-05,BookNest Online,books,BKNEST*ONLINE,False,Visa,IN,Nagpur,False,True,India Post-927720428,5,2026-08-10,True,21,False,0,0,0,False,none,False,none,,,
pay_59535352149724,order_606142644953,cust_24936,1656.08,INR,2026-08-11,FitGear Sports,sports,FITGEAR*SPORTS,True,Visa,IN,Chennai,False,True,Ecom Express-666629680,6,2026-08-17,True,7,False,0,0,0,False,none,False,none,,,
pay_87692001861608,order_781304820142,cust_22156,2758.43,INR,2026-08-25,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,Visa,IN,Pune,False,True,DTDC-748245888,3,2026-08-28,True,24,False,0,0,0,False,none,False,none,,,
pay_86144927080016,order_778759018230,cust_79942,6833.35,INR,2026-08-11,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,Visa,IN,Pune,True,False,,0,2026-08-11,False,31,False,0,0,0,False,none,False,none,,,
pay_23935686776374,order_640451596522,cust_64935,7573.14,INR,2026-08-23,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,UPI,IN,Lucknow,True,False,,0,2026-08-23,False,26,False,0,0,0,False,none,False,none,,,
pay_70778482625921,order_916458527301,cust_22463,3249.37,INR,2026-08-15,FreshBasket Groceries,groceries,FRESHBSKT*GROC,False,Mastercard,IN,Kolkata,False,True,DTDC-501902658,2,2026-08-17,True,5,False,0,0,0,False,none,False,none,,,
pay_26806961422656,order_877443476215,cust_17589,2246.69,INR,2026-08-10,PixelCraft Digital,digital,PXLCRFT*DIGITAL,False,RuPay,IN,Hyderabad,True,True,BlueDart-566523205,0,2026-08-10,True,30,False,0,0,0,False,none,True,friendly_fraud,2026-09-05,R07,lost
pay_43213270865061,order_812013301904,cust_77251,3308.47,INR,2026-08-21,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Visa,IN,Indore,False,True,Delhivery-133436988,2,2026-08-23,True,8,False,0,0,0,False,none,False,none,,,
pay_87999892421253,order_745134828528,cust_37801,823.31,INR,2026-08-15,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,UPI,IN,Surat,False,True,BlueDart-154308262,7,2026-08-22,True,13,False,0,0,0,False,none,False,none,,,
pay_36760380507043,order_377544614206,cust_16428,5982.63,INR,2026-08-25,FitGear Sports,sports,FITGEAR*SPORTS,True,UPI,IN,Bhopal,False,True,Ecom Express-994253959,3,2026-08-28,True,14,False,0,0,0,False,none,False,none,,,
pay_16502685392399,order_772055593219,cust_40784,836.85,INR,2026-08-11,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,RuPay,IN,Surat,True,False,,0,2026-08-11,False,9,False,0,0,0,False,none,False,none,,,
pay_91441634147349,order_732700038683,cust_43586,3773.23,INR,2026-08-07,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Mastercard,IN,Indore,False,True,India Post-752027025,6,2026-08-13,True,19,False,0,0,0,False,none,False,none,,,
pay_15876044551904,order_727086828207,cust_53478,6950.27,INR,2026-08-26,PixelCraft Digital,digital,PXLCRFT*DIGITAL,False,UPI,IN,Kolkata,True,False,,0,2026-08-26,True,11,False,0,4,3,False,none,True,serial_disputer,2026-09-02,U01,won
pay_34678085169848,order_436632596465,cust_32833,8846.4,INR,2026-08-26,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,UPI,IN,Kochi,True,True,India Post-844704803,0,2026-08-26,True,15,False,0,0,0,False,none,True,friendly_fraud,2026-09-16,U05,lost
pay_53485523428646,order_473325160967,cust_94239,4946.84,INR,2026-08-20,FitGear Sports,sports,FITGEAR*SPORTS,True,UPI,IN,Jaipur,False,False,,6,2026-08-26,False,11,False,0,0,0,False,none,False,none,,,
pay_62098651894505,order_329159142739,cust_96673,648.56,INR,2026-08-23,StyleHub Fashion,fashion,STYLHUB*FASHION,True,Mastercard,IN,Hyderabad,False,True,BlueDart-349957310,7,2026-08-30,True,23,False,0,0,0,False,none,False,none,,,
pay_29897266802360,order_527395738401,cust_48986,5677.01,INR,2026-08-22,FitGear Sports,sports,FITGEAR*SPORTS,False,Visa,IN,Bhopal,False,True,BlueDart-821672704,2,2026-08-24,True,23,False,0,0,0,False,none,False,none,,,
pay_69954791551655,order_227726057596,cust_23276,4141.98,INR,2026-08-25,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,UPI,IN,Bhopal,False,True,Delhivery-590432899,3,2026-08-28,False,18,True,2,0,0,True,denied,True,legitimate,2026-09-11,U05,won
pay_70819560027331,order_131763784467,cust_32865,2026.16,INR,2026-08-24,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,UPI,IN,Jaipur,False,True,India Post-557810637,4,2026-08-28,True,40,False,0,0,0,False,none,False,none,,,
pay_70960935645988,order_898098061664,cust_35919,2793.57,INR,2026-08-09,QuickMart Electronics,electronics,QKMART*ELECTRONICS,False,Mastercard,IN,Bhopal,False,True,Delhivery-198761306,7,2026-08-16,True,30,False,0,0,0,False,none,True,friendly_fraud,2026-08-20,4855,lost
pay_39505172769536,order_978056478079,cust_61502,6550.12,INR,2026-08-09,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,Visa,IN,Kolkata,False,True,India Post-314533665,5,2026-08-14,True,1,False,0,0,0,False,none,False,none,,,
pay_40261761861534,order_595768375362,cust_92978,2271.9,INR,2026-08-05,FitGear Sports,sports,FITGEAR*SPORTS,True,Visa,IN,Lucknow,False,True,DTDC-508992977,5,2026-08-10,True,6,False,0,0,0,False,none,False,none,,,
pay_49032630514637,order_820983479468,cust_48356,7834.08,INR,2026-08-11,FitGear Sports,sports,FITGEAR*SPORTS,True,Mastercard,IN,Chennai,False,True,India Post-829392084,7,2026-08-18,True,3,False,0,0,0,False,none,False,none,,,
pay_96933225148454,order_409743311435,cust_92616,5591.71,INR,2026-08-07,BookNest Online,books,BKNEST*ONLINE,True,RuPay,IN,Mumbai,False,True,BlueDart-811335671,5,2026-08-12,True,6,True,2,0,0,True,denied,True,legitimate,2026-08-31,R08,won
pay_14972441401752,order_879893148317,cust_88647,7207.43,INR,2026-08-08,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,Mastercard,IN,Pune,False,True,Delhivery-874471936,1,2026-08-09,True,25,True,4,0,0,True,pending,True,legitimate,2026-08-24,4834,won
pay_54180710038759,order_890809244118,cust_35825,5922.33,INR,2026-08-24,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,RuPay,IN,Kolkata,True,False,,0,2026-08-24,False,21,False,0,0,0,False,none,False,none,,,
pay_25391650831189,order_979081619677,cust_72411,3914.6,INR,2026-08-17,BookNest Online,books,BKNEST*ONLINE,False,RuPay,IN,Delhi,False,True,Ecom Express-442426442,1,2026-08-18,True,21,False,0,0,0,False,none,False,none,,,
pay_81447548272948,order_219883823727,cust_25014,5473.92,INR,2026-08-01,StyleHub Fashion,fashion,STYLHUB*FASHION,True,UPI,IN,Surat,False,True,DTDC-925276600,6,2026-08-07,True,0,False,0,0,0,False,none,False,none,,,
pay_78048310805797,order_494875750948,cust_41310,14294.02,INR,2026-08-17,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Mastercard,UK,Surat,False,True,India Post-250721880,4,2026-08-21,True,26,False,0,0,0,False,none,True,cross_border,2026-09-16,4837,lost
pay_70700905909160,order_821307297093,cust_44226,6538.9,INR,2026-08-26,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,Mastercard,IN,Delhi,False,True,Delhivery-503144836,2,2026-08-28,True,17,False,0,0,0,False,none,True,friendly_fraud,2026-09-10,4855,lost
pay_74916493009332,order_704064277398,cust_53478,2815.77,INR,2026-08-24,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,RuPay,IN,Bhopal,False,True,India Post-252960017,2,2026-08-26,True,11,False,0,5,4,False,none,True,serial_disputer,2026-09-03,R01,won
pay_91476587091988,order_145503113302,cust_76562,1342.88,INR,2026-08-17,FitGear Sports,sports,FITGEAR*SPORTS,False,UPI,IN,Delhi,False,True,BlueDart-738914080,1,2026-08-18,True,36,False,0,0,0,False,none,False,none,,,
pay_13364720484451,order_693706204534,cust_91620,5408.05,INR,2026-08-15,StyleHub Fashion,fashion,STYLHUB*FASHION,True,Visa,IN,Hyderabad,False,True,India Post-629741991,7,2026-08-22,True,19,False,0,0,0,False,none,True,friendly_fraud,2026-08-29,13.1,lost
pay_64019228450611,order_914994136012,cust_62205,6583.28,INR,2026-08-25,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,Mastercard,IN,Bhopal,False,True,Delhivery-705545509,2,2026-08-27,True,34,False,0,0,0,False,none,False,none,,,
pay_52764770862586,order_229914990914,cust_72616,2093.83,INR,2026-08-02,BookNest Online,books,BKNEST*ONLINE,True,Visa,IN,Delhi,False,True,Ecom Express-628008852,1,2026-08-03,True,36,False,0,0,0,False,none,False,none,,,
pay_29313468703936,order_382454920303,cust_73783,5459.72,INR,2026-08-22,BookNest Online,books,BKNEST*ONLINE,True,Visa,IN,Jaipur,False,True,BlueDart-336779871,4,2026-08-26,True,13,True,2,0,0,False,none,False,none,,,
pay_46977688341096,order_743158526982,cust_94259,4043.43,INR,2026-08-21,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,Visa,IN,Ahmedabad,True,False,,0,2026-08-21,False,35,True,2,0,0,False,none,False,none,,,
pay_27258038354756,order_594239290138,cust_83619,4189.71,INR,2026-08-16,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,RuPay,IN,Delhi,False,True,DTDC-855954847,4,2026-08-20,True,31,False,0,0,0,False,none,False,none,,,
pay_94910201542764,order_336396416505,cust_80244,1623.92,INR,2026-08-06,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Visa,IN,Kolkata,False,True,Delhivery-585242269,3,2026-08-09,True,28,True,1,0,0,False,none,True,friendly_fraud,2026-08-21,13.1,won
pay_17965748086575,order_392916350474,cust_97445,4607.61,INR,2026-08-19,StyleHub Fashion,fashion,STYLHUB*FASHION,False,Mastercard,IN,Kochi,False,True,India Post-407012827,28,2026-09-16,False,6,True,4,0,0,False,none,True,late_delivery,2026-09-20,4855,won
pay_24104413398722,order_219936653222,cust_11620,13279.49,INR,2026-08-13,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Mastercard,IN,Indore,False,True,India Post-661096687,7,2026-08-20,True,12,False,0,0,0,False,none,True,friendly_fraud,2026-09-10,4855,lost
pay_56394039312466,order_741246974592,cust_62538,2689.95,INR,2026-08-17,BookNest Online,books,BKNEST*ONLINE,True,RuPay,IN,Surat,False,True,Delhivery-612662437,3,2026-08-20,True,17,True,4,0,0,False,none,False,none,,,
pay_30961403155409,order_252537935638,cust_62610,4859.06,INR,2026-08-07,StyleHub Fashion,fashion,STYLHUB*FASHION,True,RuPay,IN,Jaipur,False,False,,1,2026-08-08,False,33,True,3,0,0,False,none,False,none,,,
pay_82357618365715,order_405964900141,cust_87110,2770.21,INR,2026-08-03,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Visa,IN,Jaipur,False,True,Delhivery-107721109,1,2026-08-04,True,21,True,1,0,0,False,none,False,none,,,
pay_96085328814950,order_820726006289,cust_19602,7969.16,INR,2026-08-19,BookNest Online,books,BKNEST*ONLINE,True,RuPay,IN,Jaipur,False,True,DTDC-242224154,3,2026-08-22,True,10,False,0,0,0,False,none,False,none,,,
pay_75019545348589,order_157609459666,cust_82102,6526.99,INR,2026-08-13,StyleHub Fashion,fashion,STYLHUB*FASHION,True,RuPay,IN,Mumbai,False,True,DTDC-371011200,3,2026-08-16,True,0,False,0,0,0,False,none,False,none,,,
pay_90095193752239,order_543674201370,cust_62743,3325.71,INR,2026-08-22,StyleHub Fashion,fashion,STYLHUB*FASHION,True,Mastercard,IN,Kochi,False,True,Delhivery-305986733,4,2026-08-26,True,11,False,0,0,0,False,none,False,none,,,
pay_43268166827941,order_547390899554,cust_19880,2072.72,INR,2026-08-15,BookNest Online,books,BKNEST*ONLINE,False,Visa,IN,Ahmedabad,False,True,India Post-205128697,1,2026-08-16,True,5,False,0,0,0,False,none,False,none,,,
pay_41828173404116,order_571618424652,cust_76507,917.55,INR,2026-08-12,StyleHub Fashion,fashion,STYLHUB*FASHION,True,RuPay,IN,Hyderabad,False,True,Ecom Express-340781088,7,2026-08-19,True,17,False,0,0,0,False,none,False,none,,,
pay_28604484199437,order_179361118255,cust_68335,4203.13,INR,2026-08-08,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Visa,IN,Mumbai,False,False,,3,2026-08-11,False,27,False,0,0,0,False,none,False,none,,,
pay_99997923926678,order_971792578891,cust_88986,2520.62,INR,2026-08-10,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Visa,IN,Kochi,False,True,Ecom Express-477470703,4,2026-08-14,False,27,False,0,0,0,False,none,False,none,,,
pay_22401124729033,order_366742651064,cust_85156,4648.07,INR,2026-08-11,BookNest Online,books,BKNEST*ONLINE,True,UPI,IN,Pune,False,True,Ecom Express-410864588,1,2026-08-12,True,39,False,0,0,0,False,none,False,none,,,
pay_93901672105574,order_711071920529,cust_97580,4601.38,INR,2026-08-15,BookNest Online,books,BKNEST*ONLINE,True,Visa,IN,Pune,False,True,Ecom Express-448981305,2,2026-08-17,True,17,False,0,0,0,False,none,False,none,,,
pay_56164719723748,order_773945892375,cust_93695,3109.48,INR,2026-08-19,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,RuPay,IN,Kolkata,True,False,,0,2026-08-19,False,39,True,2,0,0,False,none,False,none,,,
pay_27765009278978,order_836473336882,cust_55870,510.53,INR,2026-08-18,BookNest Online,books,BKNEST*ONLINE,False,Visa,IN,Hyderabad,False,True,BlueDart-909851739,1,2026-08-19,True,9,False,0,0,0,False,none,False,none,,,
pay_41568990674682,order_332491758517,cust_74248,7969.49,INR,2026-08-11,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,UPI,IN,Kolkata,True,False,,0,2026-08-11,True,25,True,4,0,0,True,denied,True,legitimate,2026-08-14,U03,won
pay_94036699682271,order_131005455641,cust_60134,1814.54,INR,2026-08-26,BookNest Online,books,BKNEST*ONLINE,True,Visa,IN,Indore,False,True,Ecom Express-684671539,7,2026-09-02,True,14,True,3,0,0,False,none,True,friendly_fraud,2026-09-05,13.1,won
pay_48389106227899,order_261118623175,cust_23446,4480.43,INR,2026-08-12,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,Mastercard,IN,Kochi,True,False,,0,2026-08-12,False,18,False,0,0,0,False,none,False,none,,,
pay_22050253226446,order_174563225376,cust_85372,5092.08,INR,2026-08-01,BookNest Online,books,BKNEST*ONLINE,True,Mastercard,IN,Hyderabad,False,True,DTDC-560891752,1,2026-08-02,True,42,False,0,0,0,False,none,False,none,,,
pay_93990338771475,order_422956275865,cust_35105,5551.98,INR,2026-08-25,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,Mastercard,IN,Hyderabad,True,False,,0,2026-08-25,False,37,False,0,0,0,False,none,False,none,,,
pay_32738681954333,order_588514866975,cust_42914,4092.24,INR,2026-08-09,FreshBasket Groceries,groceries,FRESHBSKT*GROC,False,RuPay,IN,Bhopal,False,True,BlueDart-199104722,6,2026-08-15,True,8,False,0,0,0,False,none,False,none,,,
pay_74082532161175,order_456193888210,cust_86931,5835.53,INR,2026-08-10,StyleHub Fashion,fashion,STYLHUB*FASHION,True,RuPay,IN,Lucknow,False,True,Ecom Express-259553112,4,2026-08-14,True,34,False,0,0,0,False,none,False,none,,,
pay_57673580344784,order_228008204060,cust_64460,2680.41,INR,2026-08-10,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,Visa,IN,Bangalore,False,True,India Post-492836532,5,2026-08-15,True,30,False,0,0,0,False,none,False,none,,,
pay_85154342780404,order_440329637250,cust_31697,6191.44,INR,2026-08-23,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,Visa,IN,Kochi,False,True,Ecom Express-491163514,6,2026-08-29,True,28,False,0,0,0,False,none,False,none,,,
